target,text
0,thank generally date brothas
0,okay wait ah
0,hmm bad news hype park plaza 700 studio taken left 2 900
0,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl
0,think far find check google map place dorm
0,good crickiting mind
0,u call alter 11 ok
0,said bad dat e gal know u wat u
0,wot u 2 thout u gon na call txt bak luv k
0,project w frens lor
0,nanny address
0,know hook mean right
0,gumby special lt gt cheese pizza 2 know doin tonight
0,love cuddle want hold strong arm right
0,lol u drunkard hair moment yeah still 4 tonight wats plan
0,2mro coming gym machan goodnight
1,4 costa del sol holiday await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10mins
0,nosy guess idk reacting freaked
0,happen
1,sm ac jsco energy high u may know 2channel 2day ur leadership skill r strong psychic reply an end reply end jsco
1,u secret admirer looking 2 make contact r reveal think ur
0,good trip watch remember get back must decide easter
0,k k cant come search job
0,haha cant tmr forfeit haha
1,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
1,free tone hope enjoyed new content text stop 61610 unsubscribe provided
0,enjoy watching playing football basketball anything outdoors
0,going bed prin
0,yes ammae life take lot turn sit try hold steering
0,talk atleast day otherwise miss best friend world shesil lt gt
1,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise cash opt txt x 07786200117
0,chk ur belovd m dict
0,lol grr mom taking forever prescription pharmacy like 2 minute away ugh
0,hmmm guess go 4 kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
0,ìï ready call
0,thats cool liked photo sexy
0,mah b pick tomorrow
1,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day
0,baaaaaaaabe wake miss crave need
0,ok
0,call senthil hsbc
1,2nd time tried 2 contact u 750 pound prize 2 claim easy call 08712101358 10p per min
0,aight call close
0,prof passed paper sem congrats student enna kalaachutaarama prof gud mrng
0,spare power supply
0,happy new year u ur family may new year bring happiness stability tranquility ur vibrant colourful life
0,take small dose tablet fever
0,schedule next week town weekend
0,wish think gon na snow much flurry usually get melt hit ground eek snow since lt gt even born
0,yes thought thanks
0,hi darlin kate u doin somethin tonight im going pub called swan something parent one drink phone u
0,happy new year dear brother really miss got number decided send text wishing happiness abiola
0,yep pretty sculpture
0,dear free message without recharge hi hi hi
0,mm food da
0,maybe say hi find got card great escape wetherspoons
0,comingdown later
0,jokin oni lar ìï busy wun disturb
0,spend day waiting ideal path appear front u forget made walking waiting goodnight
0,bruce amp fowler mom car ca park long story
0,oh k placement ah
1,cmon babe make horny turn txt fantasy babe im hot sticky need reply cost 2 cancel send stop
0,ya well bbd pooja full pimple even become quite black ur rite cold wearing sweatter
0,thank say happy onam fine remembered met insurance qatar insha ex tata aig joined tissco tayseer
0,oh ok wait 4 lect havent finish
0,waiting call
0,jolly good way give u ticket sat eve speak x
1,promotion number 8714714 ur awarded city break could win summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk age16
0,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx
1,enjoy jamster videosound gold club credit 2 new get fun help call 09701213186
0,good afternon love today hope good maybe interview wake miss babe passionate kiss across sea
1,bored housewife chat n date rate landline
0,babe u enjoyin yourjob u seemed 2 b gettin well hunny hope ure ok take care iåõllspeak 2u soonlots loveme
0,pls pls find aunt nike
0,got job wipro get every thing life 2 3 year
0,designation software developer may get chennai
0,yeah barely enough room two u x many fucking shoe sorry man see later
1,dear voucher holder claim week offer pc please go http t c apply stop text txt stop 80062
1,sparkling shopping break 45 per person call 0121 2025050 visit
0,place ur point e culture module already
0,youdoing later sar
0,ok come ur home half hour
0,sir waiting mail
0,hey darlin pick u college u tell wen 2 mt love pete xx
0,ic lol play 9 door sometime yo
0,coming back thursday yay gon na ok get money cheer oh yeah everything alright hows school call work
0,wherre boytoy
0,sweetheart hope kind day one load reason smile biola
0,u meet fren dun wan meet ah muz b guy rite
0,hiya comin 2 bristol 1 st week april le got rudi new yr eve drunk u bak college yet work sends ink 2 bath
0,think sent text home phone cant display text still want send number
0,didnt work oh ok goodnight fix ready time wake dearly missed good night sleep
0,time month mid time
0,u drive lor
0,cool like swimming pool jacuzzi house
0,cant wait see photo useful
0,havent lei next mon
0,okay shining meant signing sound better
0,sure time tho sure get library class try see point good eve
0,well ball time make call
1,want new video phone 750 anytime network min half price line rental free text 3 month reply call 08000930705 free delivery
1,freemsg hi baby wow got new cam moby wan na c hot pic fancy chat im w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv
0,jay want work first 4 sound
0,replying boye changed phone number
0,laptop take
0,shuhui bought ron present swatch watch
1,ur currently 500 pound maximize ur send go 86688 cc 08718720201
0,dis yijue jus saw ur mail case huiming havent sent u num dis num
0,hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 u 2mrw luv jaz
0,alright hooked guy
0,co darren say considering mah ask
0,call lt gt min thats ok
0,uhhhhrmm isnt tb test bad youre sick
0,came hostel
0,tomorrow going theatre come wherever u call tell come tomorrow
1,reply name address receive post week completely free accommodation various global location
0,late
1,urgent 1 week free membership prize jackpot txt word claim 81010 c lccltd pobox 4403ldnw1a7rw18
0,chile please lt decimal gt hour drive come time subletting audition season
0,know taj mahal symbol love lesser known fact mumtaz shahjahan 4th wife 7 wife shahjahan killed mumtaz husband marry mumtaz died lt gt th delivery married mumtaz sister question arises hell love great
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
0,sitting ard nothing lor u leh busy w work
1,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
0,thanks hope good day today
0,feathery bowa something guy know
0,u better go sleep dun disturb u liao u wake msg lor
0,haha really oh deduct lesson tmr
0,somewhr someone surely made 4 god decided perfect time make u meet dat person till den enjoy ur crush
0,first strike red one bird antelope begin toplay fieldof selfindependence believe flower contention
1,show ur colour euro 2004 offer get england flag 3lions tone ur phone click following service message info
0,please tell car key purse
0,gal n boy walking park hold ur hand u think would run away jst wana c feel walking heaven prince gn
0,dunno juz askin co got card got 20 4 salon called hair sense tot da one cut ur hair
0,almost see u sec
0,joined today
0,train back northampton afraid staying skyving today ho ho around wednesday though fancy comedy club week way
0,alex say ok ok
0,dai lt gt naal eruku
0,hi wo b ard 4 christmas enjoy n merry
0,u come n search tat vid finishd
0,u 2
0,know people hit fuck yes
1,want 2 get laid tonight want real dogging location sent direct 2 ur mob join uk largest dogging network txting moan 69888nyt ec2a 150p
0,ìï collecting ur laptop going configure da setting izzit
0,searching good dual sim mobile pa
0,boat still mom check yo half naked
1,double min txts orange price linerental motorola sonyericsson free call mobileupd8 08000839402
0,ok coming home
0,lag sad part keep touch thanks skype
1,today voda number ending 1225 selected receive match please call 08712300220 quoting claim code 3100 standard rate app
0,tell happen dont behave like ok need say
1,urgent please call 09061213237 landline cash 4 holiday await collection c sae po box 177 m227xy
0,world running feeling admit correction let call keep running world may u r also run
0,nah ca help never iphone
1,ur awarded city break could win summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk age16
0,reached home finally
0,dip cell dead coming u better respond else shall come back
0,got xmas radio time get
0,wake gt
0,play one day last year know even though good team like india
0,food
0,x2 lt gt going get
1,12mths half price orange line rental 400mins call mobileupd8 08000839402
0,going tirunelvali week see uncle already spend amount taking dress want give feb 1
0,hey tell blake address carlos wanted meet got lost answering phone
0,nice pub near frankie n benny near warner cinema
0,u think girl propose u today seing ur bloody funky shit fucking face asssssholeeee
0,sea lay rock rock envelope envelope paper paper 3 word
1,want new video handset 750 anytime network min half price line rental camcorder reply call 08000930705 delivery tomorrow
0,crazy ar married ìï like gd looking guy frens like say korean leona fave dun thk aft thinking mayb prob go
0,ok
1,free entry weekly competition text word win 80086 18 c
0,check got detailed message
0,hard believe thing like say lie think twice saying anything
0,k k training process
0,yes watching footie worried going blow phil neville
0,april cant wait
0,sure neighbor didnt pick
0,help propose going back tomorrow
0,u knw dis lt gt
0,tunji queen wishing great day abiola
0,thank like well
0,possession especially first offense
0,haha yeah 2 oz kind shitload
0,gon na ring weekend wot
0,cant see join denis mina denis want alone time
0,yo guess dropped
0,u remember old commercial
0,change fb jaykwon thuglyfe falconerf
1,please call customer service representative 0800 169 6031 guaranteed cash prize
0,dont understand message
0,ok nothing problem
0,dont know getting message
0,ha must walk everywhere take tram cousin said walk vic market hotel
0,seeing online shop asked
0,borderline yeah whatever
0,send ur friend receive something ur voice speaking expression attitude lt gt lt gt reply
0,hey come online use msn
1,urgent mobile number awarded prize guaranteed call 09058094454 land line claim valid 12hrs
0,really need 2 kiss u miss u baby ur baby 4eva
1,nokia 7250i get win free auction take part send nokia 86021
1,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066
0,uworld site buying qbank buying self assessment also
0,put stuff road keep getting slippery
0,remember hurt day satanic imposter pay price destiny keep going u said pray get mind get
0,hey going lo lesson gym
0,u
0,remain unconvinced elaborate test willpower
1,free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate pobox 36504 w45wq
0,give flying monkey wot think certainly mind friend mine
0,specialisation work slave labor look month sha co shakara 4 beggar
0,call later network urgnt sm
1,freemsg fav xmas tone reply real
0,oh okie lor go sat
0,would smoking help u work difficult time
0,said okay sorry
0,boytoy miss happened
0,hi da today class
0,great send account number
0,u download fring app
1,sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box 113 bray wicklow eire quiz start saturday unsub stop
1,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx
1,ever thought living good life perfect partner txt back name age join mobile community
1,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705
0,saying explicitly told nora know someone probably gon na bother
0,necessarily respectful
0,hey angry reply dr
0,tell dear happen talking like alian
0,good wondering wont say hi smiling coping long distance
0,alright good night
0,k text way
0,wet right
0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
0,rat hey u ever vote next theme
0,pls make note exposed also find school anyone else vomiting dog cat house let know later
0,moon come color dream star make musical sm give warm peaceful sleep good night
0,ela il download come wen ur free
0,ok way home hi hi
0,oh thanks lot already bought 2 egg
0,j r u feeling better
0,nope still market
0,lol take member said aunt flow visit 6 month cause developed ovarian cyst bc way shrink
0,ok lor
0,yup next stop
0,hey almost forgot happy babe love ya
0,ha ha ha good joke girl situation seeker
0,hey booked 2 lesson sun liao
0,give plus said grinule greet whenever speak
0,guy flash go call call madam take care oh
0,hope result consistently intelligent kind start asking practicum link keep ear open best ttyl
0,yes appt
0,shall ask one thing dont mistake
1,contacted dating service someone know find call mobile landline 09064017305 pobox75ldns7
1,tried contact reply offer video handset 750 anytime network min unlimited text camcorder reply call 08000930705
0,gokila talking aha
0,possible teach
0,dont know oh hopefully month
0,course tease know simply must see grin keep posted prey loving smile devouring kiss
0,match lt gt 2
0,havent got da topic yet rite
1,urgent 2nd attempt contact prize yesterday still awaiting collection claim call acl03530150pm
0,hey go jazz power yoga hip hop kb yogasana
0,alright set text man
0,yes posted couple pic fb still snow outside waking
0,dude makin weirdy brownie sister made awesome cooky took pic
0,hey mate spoke mag people deliver end month deliver 24th talk later
1,2nd time tried 2 contact u pound prize 2 claim easy call 087187272008 now1 10p per minute
0,know grumpy old people mom like better lying always one play joke
0,
0,guy leaving
0,hmm dunno leh mayb bag 4 goigng dat small jus anything except perfume smth dat keep
0,scotland hope showing jjc tendency take care live dream
1,88800 89034 premium phone service call 08718711108
0,enjoy ur life good night
0,yup
0,hi durban still number
1,u r subscribed 2 textcomp 250 wkly comp 1st wk free question follows subsequent wks charged unsubscribe txt stop 2 84128 custcare 08712405020
0,trip ok quite tiring lor uni start today ok 4 co taking module jus concentrating final yr project
0,yup finished c
0,alex nichols middle school turn dealing
0,machan go gym tomorrow wil come late goodnight
0,hey loverboy love tell look picture ache feel leg fuck want need crave
1,congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p
0,doesnt need test
0,send id password
0,yes pretty lady like single
0,mm yes dear look hugging
0,might come kerala 2 prepared take leave finalise plan travel finish urgent work
0,u turn heater heater set lt gt degree
0,like personal sized
1,free ringtone reply real poly eg real1 pushbutton dontcha babygoodbye golddigger webeburnin 1st tone free 6 u join
0,night worrying appt shame missed girl night quiz popcorn hair
0,want custom officer discount oh
0,told hr want posting chennai working
0,always yahoo messenger send message get may send mobile mode sha get reply
0,well little time thing good time ahead
0,dai da send resume id
0,ok anyway need change said
0,oh come tomorrow
0,ok r meeting later
0,ever easier
1,freemsg hey u got 1 fones reply wild txt ill send u pic hurry im bored work xxx 18 stop2stop
0,tension face smiling face waste face innocent face face face face face face lt gt face
0,tell drug dealer getting impatient
0,ard 530 lor ok message lor
0,e person e sm survey
0,wait 4 bus stop aft ur lect lar dun c go get car come back n pick
0,ask u meeting da ge tmr nite
0,jus finish blowing hair u finish dinner already
0,u reckon need 2 arrange transport u ca thanks
0,ok arm feeling weak cuz got shot go another time
0,raviyog peripheral bhayandar east
1,important customer service announcement call freephone 0800 542 0825
0,sir good morning hope good weekend called let know able raise lt gt dad however said would make rest available mid amount still quite short hoping would help good day abiola
0,well know mean texting
0,k k also fine complete course
0,reach ur home lt gt minute
0,u get message
0,jus chillaxin
1,today vodafone number ending 4882 selected receive award number match call 09064019014 receive award
0,got lt gt way could pick
0,going write ccna exam week
0,good morning repair shop reason hour
0,fyi gon na call sporadically starting like lt gt bc doin shit
1,please call 08712402779 immediately urgent message waiting
1,dear u invited xchat final attempt contact u txt chat 86688 ldn 18 yr
0,yep get program slacking
0,sunday holiday work
0,yup ok
0,hi chikku send nice msg
0,huh mean computational science like dat one push n
0,dear sleeping
1,sorry missed call let talk time 07090201529
0,ok prob
0,check audrey status right
0,think da wil
0,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf 2 study
1,freemsg claim ur 250 sm ok 84025 use web2mobile 2 ur mate etc join c box139 la32wu 16 remove txtx stop
0,armand say get as epsilon
0,ok bus come soon come otherwise tomorrow
0,yeah tote u wan na
0,u wake already thanx 4 e tau sar piah quite nice
0,dont thnk wrong calling u
0,ca speak bcaz mobile problem listen listen voice call later
0,hmmm thought said 2 hour slave 3 late punish
0,yes dont care need bad princess
0,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore
0,say good sign well know track record reading woman
0,pansy living jungle two year driving worried
0,sorry hurt
0,room
0,seeing
0,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife
0,took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow
1,get official england poly ringtone colour flag yer mobile tonight game text tone flag optout txt eng stop box39822 w111wx
0,toshiba portege m100 gd
0,sorry flaked last night shit seriously goin roommate tonight
1,wan na get laid 2nite want real dogging location sent direct ur mobile join uk largest dogging network txt park 69696 nyt ec2a 3lp
0,noe ben going
0,hey told name gautham ah
1,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tc sae box326 cw25wx 150ppm
0,dont know oh
0,also piece
0,watching tv
0,clothes jewelry trip
0,misplaced number sending text old number wondering heard year best mcat got number atlanta friend
0,want please inside outside bedroom
0,k k detail want transfer acc enough
0,make time tonight whenever cool text whenever around
1,thanks ringtone order reference number mobile charged tone arrive please call customer service 09065989182
0,wat r u
1,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm
0,poor baby hope urfeeling bettersn luv probthat overdose work hey go careful spk 2 u sn lot lovejen
0,fine got enough bud last night least
1,urgent mobile number awarded prize guaranteed call 09061790121 land line claim valid 12hrs 150ppm
1,natalja inviting friend reply see stop send stop frnd 62468
0,u free sat rite u wan 2 watch infernal affair wif n darren n mayb xy
0,send bec temple na
1,important information 4 orange user 0796xxxxxx today ur lucky day 2 find log onto http fantastic prizeawaiting
0,part checking iq
0,sorry call later meeting
0,asking u knw nt may ur frnds classmate
0,u call
0,met stranger choose friend long world stand friendship never end let friend forever gud nitz
0,sort code acc bank natwest reply confirm sent right person
1,today offer claim ur worth discount voucher text yes 85023 savamob member offer mobile c sub 16 unsub reply x
0,soon real thing princess make wet
1,shop till u drop either 10k 5k cash travel voucher call ntt po box cr01327bt fixedline cost 150ppm mobile vary
0,well obviously people cool college life went home
0,wan go c doctor
0,fuck babe happened come never came back
0,pocked
1,free entry weekly comp send word win 80086 18 c
1,wml c ringtoneåá
0,ugh hopefully asus ppl dont randomly reformat
0,coughing nothing
0,meant calculation lt gt unit lt gt school really expensive started practicing accent important decided 4years dental school nmde exam
0,know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop
0,problem u frm wats matter
0,work going min
0,taking italian food pretty dress panty
0,hi email address changed
0,sweet well princess please tell like dislike bed
0,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u
0,vl bcum difficult
0,lol could starve lose pound end day
1,congratulation u claim 2 vip row ticket 2 c blu concert november blu gift guaranteed call 09061104276 claim t c
0,tension ah machi problem
0,see half hour
0,want grasp pretty booty
0,reach ard 20 min ok
1,want new nokia 3510i colour phone delivered tomorrow 200 free minute mobile 100 free text free camcorder reply call 8000930705
0,sure still available though
0,forgot 2 ask smth card da present lei ìï want 2 write smth sign
0,come home want u miserable
0,little med say take every 8 hour 5 pain back took another hope die
1,pro video club need help info call 08701237397 must club credit redeemable enjoy
1,private 2003 account statement 07973788240 show 800 point call 08715203649 identifier code 40533 expires
1,congratulation thanks good friend u xmas prize 2 claim easy call 08712103738 10p per minute
0,ya nice ready thursday
0,get gift year didnt get anything bad
0,b going esplanade fr home
0,get free call
0,aight head
0,thk u dun haf 2 hint e forum already lor co told ron n darren going 2 tell shuhui
0,valentine game send dis msg ur friend 5 answer r someone really love colour suit best rply
1,winner u specially selected 2 receive cash 4 holiday flight inc speak live operator 2 claim 0871277810810
0,diet ate 1 many slice pizza yesterday ugh always diet
0,world famamus
0,good morning princess happy new year
0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
0,dled 3d imp
0,ok take
0,quite late lar ard 12 anyway wun b drivin
1,500 free text message valid 31 december 2005
0,oh well c u later
1,urgent trying contact today draw show prize guaranteed call 09058094507 land line claim valid 12hrs
1,back 2 work 2morro half term u c 2nite 4 sexy passion b4 2 go back chat 09099726481 luv dena call
0,u u 2 u b moving flat co need arrange pick lamp etc take care hello caroline
0,wishing family merry ma happy new year advance
0,okay lor wah like def wont let u go haha say term condition
0,hi test lt gt rd
0,lol ok remember til last nite
0,noe la u wana pei bf oso rite k lor day den
0,career tel added u contact send free sm remove phonebook sm lt gt
0,drinkin ok
0,pls call da happen
0,k fyi x ride early tomorrow morning crashing place tonight
0,plan pongal
0,normally use drink water daily
0,didnt holla
0,keeping away like
0,ebay might less elsewhere
0,haha sound crazy dunno tahan anot
0,aaooooright work
0,sent
0,depends quality want type sent boye faded glory want ralphs maybe 2
0,guy close
0,okay good problem thanx
0,take mokka player
0,awesome gon na soon later tonight
0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg gud evng
0,always make thing bigger
0,missed call cause yelling scrappy miss ca wait u come home lonely today
1,ringtone club get uk single chart mobile week choose top quality ringtone message free charge
0,taking half day leave bec well
0,gas station go
0,jay say
0,fishrman woke early mrng dark waited amp found sack ful stone strtd throwin thm in2 sea 2 pas time atlast jus 1stone sun rose amp found tht r nt stone diamond moral wake early mrng good night
1,b4u voucher marsms log onto discount credit opt reply stop customer care call 08717168528
0,know shall speak lt gt minute
0,gon na way specific
0,hit move
0,morning ok
0,hey anyway
0,got back dislike bed
0,e timing go w u lor
0,gone get info bt dont know
0,ya ok vikky vl c witin lt gt min il reply u
0,k give back thanks
0,oh ho first time u use type word
0,aight grab something eat text back mu
0,u doin baby girl hope u okay every time call ure phone miss u get touch
0,tomarrow want got court lt decimal gt come bus stand 9
0,happy birthday may ur dream come true
1,bloomberg center wait apply future http
1,5 free top polyphonic tone call 087018728737 national rate get toppoly tune sent every week text subpoly 81618 per pole unsub 08718727870
0,change e one next escalator
0,ha ha popped loo hello
0,march ending ready call sure problem capital never complete far work lady
0,fact leave think addie go back school tues wed
0,whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wan na say jus walk wid little amp promise bring back ur smile
1,mobile 10 mths update latest orange phone free save free call text yes callback orno opt
0,sure driving reach destination soon
0,per request alaipayuthe set callertune caller press 9 copy friend callertune
0,see
0,two team waiting player
0,height shit situation guy throw luv letter gal fall brother head who gay
0,thats cool want please
0,asked money far
0,hope pee burn tonite
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
0,get door
0,lol forgot eh yes bring babe
0,entered cabin pa said happy bos felt special askd 4 lunch lunch invited apartment went
0,yes please swimming
0,pay first lar da stock comin
0,going
0,si si think ill go make oreo truffle
0,keep safe need miss already envy everyone see real life
1,hi mandy sullivan calling hotmix fm chosen receive easter prize draw please telephone 09041940223 claim prize transferred someone else
0,like cheap happy splash wine make feel better
0,ill little closer like bus stop street
0,good afternoon starshine boytoy crave yet ache fuck sip cappuccino miss babe teasing kiss
0,oh brand
0,day asked anand number
0,somebody go andros steal ice
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
0,waaaat lololo ok next time
0,alex know guy sell mids south tampa think could set like 8
0,carlos taking sweet time usual let know patty smoke tell haul as
0,get ok
0,ok good later come find c lucky told go earlier later pple take finish
0,dunno close oredi ìï v fan
0,check wid corect speling sarcasm
0,lol trying make day little interesting
1,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 info
0,class lt gt reunion
0,sorry man accidentally left phone silent last night check til got
0,studying free next weekend
0,finished class
0,sindu got job birla soft
0,sad puppy noise
0,great hope like man well endowed lt gt inch
0,may call later pls
0,crucify c told earlier
0,yeah stand close catch something
0,free today haf 2 pick parent tonite
1,thanks ringtone order ref number k718 mobile charged tone arrive please call customer service 09065069120
1,reminder o2 get pound free call credit detail great offer pls reply 2 text valid name house postcode
0,going lunch
0,lunch online
0,wat time u finish ur lect today
0,hello got st long way cold keep posted
0,want lt gt r da
0,baby promise treat well bet take good care
1,spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per
0,case guess see campus lodge
0,im wondering right
1,december mobile entitled update latest colour camera mobile free call mobile update co free 08002986906
0,good evening sir al salam happy grace god got offer tayseer tissco allah meet visitor india
0,use soc use home ìï dunno 2 type word ar
0,reach office around lt decimal gt amp mobile problem get voice call asa free
1,want latest video handset 750 anytime network min half price line rental reply call 08000930705 delivery tomorrow
1,hi customer loyalty offer new nokia6650 mobile txtauction txt word start 81151 get 4t ctxt tc
1,donate unicef asian tsunami disaster support fund texting donate added next bill
1,sim subscriber selected receive bonus get delivered door txt word ok 88600 claim exp 30apr
0,u guy never invite anywhere
0,need coz never go
0,easy ah sen got selected mean good
0,dunno lei thk mum lazy go neva ask yet
0,lol wo feel bad use money take steak dinner
0,sent scream moan bed princess
0,got tea sure flavour
0,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
1,u nokia 6230 plus free digital camera u get u win free auction take part send nokia 83383 16
0,left vague said would inform person accounting delayed rent discus housing agency renting another place checking online place around usc lt gt
0,call plz number show coveragd area urgnt call vasai amp reach 4 clock call plz
0,ok going sleep hope meet
0,em olowoyey great time argentina sad secretary everything blessing
0,would great guild could meet bristol road somewhere get touch weekend plan take flight good week
0,small problem auction punj asking tiwary
0,one small prestige problem
0,k k give treat
1,want new video phone750 anytime network min 150 text five pound per week call 08000776320 reply delivery tomorrow
0,nvm take ur time
0,im gonnamissu much would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
0,real baby want bring inner tigress
0,hunny wot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen
0,went fast asleep care
0,ya came ago
0,meet soon princess ttyl
0,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan
0,safe trip nigeria wish happiness soon company share moment
0,save stress person dorm account send account detail money sent
0,sad story man last week wife wish parent forgot n kid went work even colleague wish entered cabin pa said happy bos felt special askd 4 lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked
0,happen dear tell
0,ok also wan 2 watch e 9 pm show
0,today going college able atten class
0,wont b trying 2 sort house ok
1,today vodafone number ending 0089 last four digit selected received award number match please call 09063442151 claim award
0,baaaaabe miss youuuuu go teach class 5
0,class holla later
0,bad girl lady
0,sell ton coin sell coin someone thru paypal voila money back life pocket
0,anyway going shopping co si done yet dun disturb u liao
0,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b able join
1,dont forget place many free request wish information call 08707808226
0,sent send
0,still around could use
0,alrite
0,dunno u ask
0,probably almost gas get cash tomorrow
0,call phone vibrate acting might hear text
0,dad get back
0,way stay oh
0,cool shall go see go tip anyway home got something drop later let go town tonight maybe mum take u
0,yes innocent fun
0,honestly made lovely cup tea promptly dropped key burnt finger getting
0,want send virtual hug need one
0,hey happy birthday
0,anything lor
0,anything
0,hey got mail
0,said would woke
0,course make stink
0,howz person story
0,sleeping nt feeling well
1,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo followed ur star sign horo aries
1,december mobile entitled update latest colour camera mobile free call mobile update co free 08002986906
0,let know kick
0,cause old live high
0,haha friend tyler literally asked could get dubsack
0,waiting machan call free
0,getting back home
0,theoretically yeah could able come
0,dear chechi talk
0,princess
0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
0,said matter mind saying matter
0,oh lk tt den take e one tt end cine lor dun wan yogasana oso
0,already got flaky parent supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless
0,dunno lei might b eatin wif frens wan eat wait 4 lar
1,thanks 4 continued support question week enter u in2 draw 4 cash name new u president txt an 80082
0,end might still vomit okay everything come
1,review keep fantastic nokia game deck club nokia go 2 unsubscribe alert reply word
0,drop tank
0,wil lt gt minute got space
0,hi darlin im missin u hope good time u back time u give call home jess xx
0,prabha soryda realy frm heart sory
0,taxt massage argh ok lool
1,got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack itcould u
0,yes princess want make happy
0,many day since
0,networking job
0,dont pack buy cereal must pack food pack gari something 9ja miss
0,ranjith cal drpd deeraj deepak 5min hold
1,monthlysubscription csc web age16 2stop txt stop
0,guy
0,many people seems special first sight remain special till last sight maintain till life end take cr da
0,would ip address test considering computer minecraft server
0,thats cool princess cover face hot sticky cum
0,jason say cool pick place like hour
0,haha okay today weekend leh
0,yun buying school got offer 2000 plus
1,urgent trying contact u today draw show prize guaranteed call 09050000460 land line claim j89 po box245c2150pm
0,inside office still filling know leave
0,hai dear friend new amp present number rajitha raj ranju
0,wait till end march el nino get oh
1,collect valentine weekend paris inc flight hotel prize guaranteed text paris
0,gon na worry nothing wo give money use
0,hey whats plan sat
0,total video converter free download type google search
0,lol always convincing
0,used hope agent drop since booked thing year whole boston nyc experiment
0,collect ur laptop
0,god good sleep dear pray
1,jamster get free wallpaper text heart 88888 c apply 16 need help call 08701213186
0,hey gal anyone u going e driving centre tmr
0,hi sorry missed call pls call back
0,stopped get ice cream go back
0,goodmorning today late lt decimal gt min
0,home watching tv lor
0,hide anythiing keeping distance
0,watching live
0,coming whatever want
0,oh howda gud gud mathe en samachara chikku
1,buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge see 4 term setting purchase
0,yar wanted 2 scold u yest late already got zhong se qing u ask b4 ask go w u lor n u still act real
1,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs
0,thats cool gentleman treat dignity respect
0,din tell u jus 420
0,time u wrkin
